Academia Româna Spitalul Universitar de Urgenta “Elias”,727
Centru de recuperare ACASA,630
Centrul de Boli Reumatismale Ion Stoia,693
Centrul de Evaluare si Tratament a Toxicodependentelor Primaria Municipiului Bucuresti,679
Centrul de Sanatate RATB,789
Centrul Medical Clinic de Recuperare Neuropsihomotorie Copii Dr. N. Robanescu,783
Centrul Medical de Evaluare si Recuperare pentru Copii si Tineri Cristian Serban Buzias,756
Institutul Clinic de Urologie si Transplant Renal,736
Institutul Clinic Fundeni,773
Institutul de Boli Cardiovasculare prof. dr. G. I. M. Georgescu,747
Institutul de Boli Cardiovasculare Timisoara,754
Institutul de Fonoaudiologie si Chirurgie Functionala ORL Prof. Dr. Dorin Hociota,762
Institutul de Pneumoftiziologie Marius Nasta,771
Institutul de Urgenta pentru Boli Cardiovasculare prof. dr. C.C. Iliescu,769
Institutul de Urgenta pentru Boli Cardiovasculare si Transplant Targu Mures,807
Institutul Inimii de Urgenta pentru Boli Cardiovasculare N. Stancioiu,734
Institutul National de Boli Infectioase prof. dr. Matei Bals,766
"Institutul National de Diabet, Nutritie si Boli Metabolice N.C. Paulescu",772
Institutul National de Endocrinologie CI Parhon,763
Institutul National de Geriatrie si Gerontologie Ana Aslan,765
Institutul National de Neurologie si Boli Neurovasculare,764
"Institutul National de Recuperare, Medicina Fizica si Balneoclimatologie",767
Institutul Oncologic prof. dr. Al. Trestioreanu,768
Institutul Oncologic prof. dr. I. Chiricuta,735
Institutul pentru Ocrotirea Mamei si Copilului prof. Dr. A. Rusescu,770
Institutul Regional de Gastroenterologie-Hepatologie Prof. dr. Octavian Fodor Cluj,738
Institutul Regional de Oncologie Iasi,746
"Ministerul Administratiei si Internelor Spitalul Clinic de Urgenta Avram Iancu, Oradea",795
Ministerul Apararii Nationale Spitalul Militar de Urgenta Dr. Alexandru Popescu- Focsani,798
Ministerul Apararii Nationale Spitalul Clinic de Urgenta de Boli Cardiovasculare “Äcademician Vasile Candea”- Bucuresti,799
Ministerul Apararii Nationale Sanatoriul Baltatesti,800
Ministerul Apararii Nationale Spitalul Universitar de Urgenta Militar Central “Dr. Carol Davila” - Bucuresti,714
Ministerul Apararii Nationale Spitalul Militar de Urgenta “Regina Maria” - Brasov,715
Ministerul Apararii Nationale Spitalul Militar de Urgenta “Dr. Constantin Papilian” – Cluj Napoca,716
Ministerul Apararii Nationale Spitalul Militar de Urgenta “Cr. Alexandru Gafencu”- Constanta,717
Ministerul Apararii Nationale Spitalul Clinic Militar de Urgenta “Dr. Stefan Odobleja”- Craiova,718
Ministerul Apararii Nationale Spitalul Militar de Urgenta “Dr. Aristide Serfioti”- Galati,720
Ministerul Apararii Nationale Spitalul Clinic Militar de Urgenta “Dr. Iacob Czihac”- Iasi,721
Ministerul Apararii Nationale Spitalul Militar de Urgenta “Dr. Ion Jianu”- Pitesti,722
Ministerul Apararii Nationale Spitalul Militar de Urgenta “Dr. Alexandru Augustin”- Sibiu,723
Ministerul Apararii Nationale Spitalul Clinic Militar de Urgenta “DR. Victor Popescu” - Timisoara,724
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Jilava,796
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Rahova,708
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Dej,710
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Colibasi,711
Ministerul Justitiei - Administratia Nationala a Penitenciarelor Penitenciar Spital Poarta Alba,713
Ministerul Sanatatii Spitalul GENERAL Cai Ferate SIBIU,703
Ministerul Transporturilor si Infrastructurii Spitalul general CF Ploiesti,792
Ministerul Transporturilor si Infrastructurii Spitalul general CF Pascani Iasi,793
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate IASI,694
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate Oradea,695
Ministerul Transporturilor si Infrastructurii Spitalul GENERAL Cai Ferate BRASOV,696
Ministerul Transporturilor si Infrastructurii Spitalul UNIVERSITAR Cai Ferate CLUJ NAPOCA,697
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate CONSTANTA,698
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate CRAIOVA,699
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Cai Ferate GALATI,700
Ministerul Transporturilor si Infrastructurii Spitalul GENERAL Cai Ferate SIMERIA,701
Ministerul Transporturilor si Infrastructurii Spitalul GENERAL Cai Ferate TR. SEVERIN,702
Ministerul Transporturilor si Infrastructurii Spitalul GENERAL Cai Ferate TIMISOARA,704
Ministerul Transporturilor si Infrastructurii Spitalul Clinic Nr.1 Cai Ferate Witing,705
"Penitenciarul Spital Targu Ocna Str. Crizantemelor, nr.9, Tg. Ocna, Bacau",801
Preventoriul TBC Ilisua Consiliul Local Uriu,460
Preventoriul TBC pentru Copii Deleni Consiliul Local Deleni,576
Sanatoriul Balnear si de Recuperare Mangalia,739
Sanatoriul Balnear si de Recuperare Techirghiol,741
Sanatoriul Balneoclimateric de Copii Busteni,753
Sanatoriul de Neuropsihiatrie Podriga Consiliul Judetean Botosani,465
Sanatoriul de Nevroze Predeal,732
Sanatoriul de Pneumoftiziologie Brad Consiliul Judetean Hunedoara,562
Sanatoriul de Pneumoftiziologie Geoagiu Consiliul Judetean Hunedoara,561
Spitalul Boli Cronice Sebis Consiliul Local Sebis,431
Spitalul Clinic de Urgent a pt Copii,504
Spitalul Clinic Municipal de Urgenta Timisoara Consiliul Local Timisoara,655
Spitalul Clinic Colentina Bucuresti Primaria Municipiului Bucuresti,682
Spitalul Clinic Coltea Bucuresti Primaria Municipiului Bucuresti,685
Spitalul Clinic de Boli Infectioase Cluj Napoca Consiliul Judetean Cluj,495
Spitalul Clinic de Boli Infectioase Constanta Consiliul Local Constanta,507
Spitalul Clinic de Boli Infectioase Iasi Consiliul Judetean Iasi,569
Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Craiova babes Consiliul Local Craiova,521
Spitalul Clinic de Boli Infectioase Timisoara Consiliul Local Timisoara,656
Spitalul Clinic de Boli Infectioase Victor Babes Primaria Municipiului Bucuresti,687
Spitalul Clinic de Chirurgie Oro-maxilo-faciala Primaria Municipiului Bucuresti,681
Spitalul Clinic de Copii Brasov Consiliul Judetean Brasov,467
Spitalul Clinic de Copii Gomoiu Primaria Municipiului Bucuresti,686
Spitalul Clinic de Nefrologie Dr. Carol Davila BucureSti,785
Spitalul Clinic de Neuropsihiatrie Craiova Consiliul Local Craiova,522
Spitalul Clinic de Obstetrica si Ginecologie Filantropia,784
Spitalul Clinic de Obstetrica-Ginecologie Brasov Consiliul Judetean Brasov,468
Spitalul Clinic de Obstetrica-Ginecologie Iasi ELENA DOAMNA Consiliul Judetean Iasi,570
Spitalul Clinic de Obstetrica-Ginecologie Iasi CUZA VODA Consiliul Judetean Iasi,568
Spitalul Clinic de Obstetrica-Ginecologie Panait Sirbu Primaria Municipiului Bucuresti,689
Spitalul Clinic de Ortopedie-Traumatologie Foisor Primaria Municipiului Bucuresti,683
Spitalul Clinic de Pediatrie Sibiu Consiliul Local Sibiu,633
Spitalul Clinic de Pneumoftiziologie Cluj Napoca Consiliul Judetean Cluj,494
Spitalul Clinic de Pneumoftiziologie Constanta Consiliul Judetean Constanta,506
Spitalul Clinic de Pneumoftiziologie Iasi Consiliul Judetean Iasi,571
Spitalul Clinic de Psihiatrie Obregia Primaria Municipiului Bucuresti,677
Spitalul Clinic de Psihiatrie Socola,750
Spitalul Clinic de Recuperare Cluj-Napoca Consiliul Judetean Cluj,496
Spitalul Clinic de Recuperare Iasi Consiliul Local Iasi,573
Spitalul Clinic de Recuperare Medicala Baile Felix,730
"Spitalul Clinic de Recuperare, Medicina Fizica si Balneologie Eforie Nord",740
Spitalul Clinic de Urgenta,774
Spitalul Clinic de Urgenta Bagdasar-Arseni,776
Spitalul Clinic de Urgenta Chirurgie Plastica Reparatorie si Arsi,778
Spitalul Clinic de Urgenta Iasi OBLU,566
Spitalul Clinic de Urgenta pentru Copii Grigore Alexandrescu,779
Spitalul Clinic de Urgenta pentru Copii M.S. Curie,780
Spitalul Clinic de Urgenta pentru Copii SF MARIA Iasi Consiliul Judetean Iasi,567
Spitalul Clinic de Urgenta pentru Copii Sf. Ioan Galati Consiliul Local Galati,531
Spitalul Clinic de Urgenta pentru Copii Timisoara Consiliul Local Timisoara,654
Spitalul Clinic de Urgenta Sf. Ioan,781
Spitalul Clinic de Urgenta Sf. Pantelimon,775
Spitalul Clinic de Urgente Oftalmologice,782
Spitalul Clinic Dr. C.I. Parhon Iasi Consiliul Local Iasi,572
Spitalul Clinic Dr. Ion Cantacuzino,690
Spitalul Clinic Judetean de Urgenta Arad Consiliul Judetean Arad,426
Spitalul Clinic Judetean de Urgenta Brasov Consiliul Judetean Brasov,466
Spitalul Clinic Judetean de Urgenta Cluj-Napoca,737
Spitalul Clinic Judetean de Urgenta Constanta Consiliul Judetean Constanta,505
Spitalul Clinic Judetean de Urgenta Craiova,743
Spitalul Clinic Judetean de Urgenta Ilfov Consiliul Judetean Ilfov,577
Spitalul Clinic Judetean de Urgenta Oradea Consiliul Local al MunicipiuluiOradea,450
Spitalul Clinic Judetean de Urgenta Sf. Apostol Andrei Consiliul Judetean Galati,530
Spitalul Clinic Judetean de Urgenta Sf. Spiridon,748
Spitalul Clinic Judetean de Urgenta Sibiu Consiliul Judetean Sibiu,632
Spitalul Clinic Judetean de Urgenta Targu Mures,752
Spitalul Clinic Judetean de Urgenta Timisoara,755
Spitalul Clinic Judetean Mures Consiliul Judetean Mures,590
Spitalul Clinic Municipal Cluj-Napoca Consiliul Local Cluj-Napoca,497
Spitalul Clinic Municipal Filantropia Craiova Consiliul Local Craiova,520
Spitalul Clinic Municipal Oradea Consiliul Local Oradea,456
Spitalul Clinic Nicolae Malaxa Bucuresti Primaria Municipiului Bucuresti,684
Spitalul clinic prof. Dr. Constantin Angelescu,786
Spitalul Clinic Prof. Dr. Th. Burghele Primaria Municipiului Bucuresti,688
Spitalul Clinic Sf. Maria Bucuresti Primaria Municipiului Bucuresti,680
Spitalul Comunal Vidra,761
Spitalul de Boli Cronice Calinesti Str.Dr.Ion Craciun nr 484,806
Spitalul de Boli Cronice Campeni Consiliul Local Campeni,425
Spitalul de Boli Cronice Crasna Consiliul Local Crasna,629
Spitalul de Boli Cronice Sf. Luca,692
Spitalul de Boli Cronice Smeeni Consiliul Local Smeeni,483
"Spitalul de boli cronice Targu Frumos Str. Cuza Voda ,nr 59, oras Targu Frumos",
Spitalul de Boli Infectioase Brasov Consiliul Judetean Brasov,473
Spitalul de Boli Infectioase Galati Consiliul Judetean Galati,535
Spitalul de Boli Infectioase Ploiesti Consiliul Local Ploiesti,615
Spitalul de Boli Infectioase si Psihiatrie Baia Mare Consiliul Judetean Maramures,584
Spitalul de Boli Psihice Cronice Borsa Consiliul Judetean Cluj,503
Spitalul de Boli Pulmonare Breaza Consiliul Local Breaza,619
Spitalul de Cardiologie Covasna,742
Spitalul de Geriatrie si Boli Cronice Stefanesti Consiliul Judetean Arges,443
Spitalul de Obstetrica-Ginecologie Galati Consiliul Local Galati,536
Spitalul de Obstetrica-Ginecologie Ploiesti Consiliul Judetean Prahova,617
Spitalul de Obstretica Ginecologie Buftea,579
Spitalul de Ortopedie si Traumatologie Azuga Consiliul Local Azuga,618
Spitalul de Pediatrie Pitesti Consiliul Judetean Arges,439
Spitalul de Pediatrie Ploiesti Consiliul Local Ploiesti,614
Spitalul de Pneumoftiziologie Aiud Consiliul Judetean Alba,424
Spitalul de Pneumoftiziologie Runcu Consiliul Judetean Gorj,547
Spitalul de Pneumoftiziologie Bacau Consiliul Local Bacau,449
Spitalul de Pneumoftiziologie Baia Mare Consiliul Local Baia Mare,585
Spitalul de Pneumoftiziologie Bisericani Consiliul Local Alexandru cel Bun,601
Spitalul de Pneumoftiziologie Botosani Consiliul Local Botosani,464
Spitalul de Pneumoftiziologie Braila Consiliul Judetean Braila,478
Spitalul de Pneumoftiziologie Brasov Consiliul Judetean Brasov,475
Spitalul de Pneumoftiziologie Calarasi Consiliul Judetean Calarasi,492
Spitalul de Pneumoftiziologie Campulung Consiliul Local al Municipiului Campulung,440
Spitalul de Pneumoftiziologie Drajna Consiliul Local Drajna,621
Spitalul de Pneumoftiziologie Floresti Consiliul Local Floresti,620
Spitalul de Pneumoftiziologie Galati Consiliul Judetean Galati,534
Spitalul de Pneumoftiziologie Izvoru Consiliul Judetean Giurgiu,540
Spitalul de Pneumoftiziologie Leamna Consiliul Judetean Dolj,527
Spitalul de Pneumoftiziologie Leordeni Consiliul Judetean Arges,441
Spitalul de Pneumoftiziologie Mihaesti Consiliul Judetean Valcea,673
Spitalul de Pneumoftiziologie Rosiori de Vede Consiliul Judetean Teleorman,651
Spitalul de Pneumoftiziologie Satu Mare Consiliul Judetean Satu Mare,625
Spitalul de Pneumoftiziologie Sf. Andrei Valea Iasului Consiliul Judetean Arges,442
Spitalul de Pneumoftiziologie Sf. Stefan,691
Spitalul de Pneumoftiziologie Sibiu Consiliul Judetean Sibiu,637
Spitalul de Psihiatrie Campulung Moldovenesc Consiliul Local Campulung Moldovenesc,645
Spitalul de Psihiatrie Balaceanca Consiliul Judetean Ilfov,578
Spitalul de Psihiatrie Capalnas Consiliul Judetean Arad,430
Spitalul de Psihiatrie Cavnic Consiliul Local Cavnic,586
Spitalul de Psihiatrie Cronici Dumbraveni,760
Spitalul de Psihiatrie Cronici Schitu Greci Consiliul Judetean Olt,606
Spitalul de Psihiatrie Cronici Siret Consiliul Local Siret,646
Spitalul de Psihiatrie Dr. Gheorghe Preda Sibiu Consiliul Judetean Sibiu,636
Spitalul de Psihiatrie Dragoesti Consiliul Judetean Valcea,674
Spitalul de Psihiatrie Elisabeta Doamna Galati Consiliul Local Galati,537
Spitalul de Psihiatrie Gataia,757
Spitalul de Psihiatrie Mocrea Consiliul Judetean Arad,429
Spitalul de Psihiatrie Murgeni Consiliul Local Murgeni,668
Spitalul de Psihiatrie Nucet Consiliul Judetean Bihor,455
Spitalul de Psihiatrie Poiana Mare,744
Spitalul de Psihiatrie Poroschia Consiliul Judetean Teleorman,652
Spitalul de Psihiatrie Sapunari Consiliul Judetean Calarasi,493
Spitalul de Psihiatrie Sf. Maria Vedea Consiliul Judetean Arges,437
Spitalul de Psihiatrie Sf. Nicolae Roman Consiliul Judetean Neamt,600
Spitalul de Psihiatrie Sf. Pantelimon Braila Consiliul Local Braila,479
Spitalul de Psihiatrie si Neurologie Brasov Consiliul Judetean Brasov,474
Spitalul de Psihiatrie si pentru Masuri de Siguranta Jebel,758
Spitalul de Psihiatrie si pentru Masuri de Siguranta Padureni Grajduri,749
Spitalul de Psihiatrie si pentru Masuri de Siguranta Sapoca,733
Spitalul de Psihiatrie si pentru Masuri de Siguranta Stei,731
Spitalul de Psihiatrie Titan Gorgos Primaria Municipiului Bucuresti,678
Spitalul de Psihiatrie Tulghes Consiliul Judetean Harghita,552
Spitalul de Psihiatrie Voila Consiliul Local Campina,616
Spitalul de Psihiatrie Zam,745
Spitalul de Recuperare Borsa,751
Spitalul de Recuperare Bradet Consiliul Judetean Arges,438
Spitalul de Recuperare Neuromotorie dr. Corneliu Barsan Dezna,729
Spitalul de Recuperare Sf. Gheorghe Botosani Consiliul Local Botosani,463
Spitalul de Urgenta Judetean Braila Consiliul Judetean Braila,476
Spitalul de Urgenta Petrosani Consiliul Local Petrosani,554
Spitalul de Urgenta Prof.dr. Dimitrie Gerota Bucuresti MAI,787
Spitalul Dr. Karl Diel Jimbolia Consiliul Local Jimbolia,661
Spitalul general C.F.R nr. 2,790
Spitalul Judetean de Urgenta Dr. Fogolyan Kristof Sfantu Gheorghe Consiliul Judetean Covasna,513
Spitalul Judetean de Urgenta Alba Iulia Consiliul Judetean Alba,417
Spitalul Judetean de Urgenta Alexandria Consiliul Judetean Teleorman,647
Spitalul Judetean de Urgenta Bacau Consiliul Judetean Bacau,444
Spitalul Judetean de Urgenta Baia Mare Consiliul Judetean Maramures,580
Spitalul Judetean de Urgenta Bistrita Consiliul Judetean Bistrita Nasaud,457
Spitalul Judetean de Urgenta Buzau Consiliul Judetean Buzau,480
Spitalul Judetean de Urgenta Calarasi Consiliul Judetean Calarasi,489
Spitalul Judetean de Urgenta Deva Consiliul Judetean Hunedoara,553
Spitalul Judetean de Urgenta Dr. Tr. Severin Consiliul Judetean Mehedinti,587
Spitalul Judetean de Urgenta Giurgiu Consiliul Judetean Giurgiu,538
Spitalul Judetean de Urgenta Mavromati Botosani Consiliul Judetean Botosani,461
Spitalul Judetean de Urgenta Miercurea-Ciuc Consiliul Judetean Harghita,548
Spitalul Judetean de Urgenta Piatra-Neamt Consiliul Judetean Neamt,597
Spitalul Judetean de Urgenta Pitesti Consiliul Judetean Arges,432
Spitalul Judetean de Urgenta Ploiesti Consiliul Judetean Prahova,607
Spitalul Judetean de Urgenta Ramnicu Valcea Consiliul Judetean Valcea,669
Spitalul Judetean de Urgenta Resita Consiliul Judetean Caras Severin,484
Spitalul Judetean de Urgenta Satu Mare Consiliul Judetean Satu Mare,622
Spitalul Judetean de Urgenta Sf. Pantelimon Focsani,759
Spitalul Judetean de Urgenta Slatina Consiliul Judetean Olt,602
Spitalul Judetean de Urgenta Slobozia Consiliul Judetean Ialomita,563
Spitalul Judetean de Urgenta Suceava Consiliul Judetean Suceava,638
Spitalul Judetean de Urgenta Targoviste Consiliul Judetean Dambovita,516
Spitalul Judetean de Urgenta Targu Jiu Consiliul Judetean Gorj,541
Spitalul Judetean de Urgenta Tulcea Consiliul Judetean Tulcea,662
Spitalul Judetean de Urgenta Vaslui Consiliul Judetean Vaslui,665
Spitalul Judetean de Urgenta Zalau Consiliul Judetean Salaj,626
Spitalul Militar de Urgenta Prof. Dr. Agrippa Ionescu Bucuresti SRI,788
Spitalul Municipal Adjud Consiliul Local Adjud,675
Spitalul Municipal Aiud Consiliul Local Aiud,418
Spitalul Municipal Anton Cincu Tecuci Consiliul Local Tecuci,532
Spitalul Municipal Bailesti Consiliul Local Bailesti,523
Spitalul Municipal Blaj Consiliul Local Blaj,419
Spitalul Municipal Brad Consiliul Local Brad,558
Spitalul Municipal Calafat Consiliul Local Calafat,524
Spitalul Municipal Campia Turzii Consiliul Local Campia Turzii,500
Spitalul Municipal Campina Consiliul Local Campina,609
Spitalul Municipal Campulung Consiliul Local Campulung,433
Spitalul Municipal Campulung Moldovenesc Consiliul Local Campulung Moldovenesc,639
Spitalul Municipal Caracal Consiliul Local Caracal,603
Spitalul Municipal Carei Consiliul Local Carei,623
Spitalul Municipal Caritas Rosiori de Vede Consiliul Local Rosiori de Vede,648
Spitalul Municipal Codlea Consiliul Local Codlea,470
Spitalul Municipal Costache Nicolescu Dragasani Consiliul Local Dragasani,670
Spitalul Municipal Curtea de Arges Consiliul Local Curtea de Arges,434
Spitalul Municipal de Urgenta Barlad Consiliul Local Barlad,667
Spitalul Municipal de Urgenta Caransebes Consiliul Local Caransebes,485
Spitalul Municipal de Urgenta Moinesti Consiliul Local Moinesti,446
Spitalul Municipal de Urgenta Roman Consiliul Local Roman,598
Spitalul Municipal Dej Consiliul Local Dej,498
Spitalul Municipal Dimitrie Castroian Husi Consiliul Local Husi,666
Spitalul Municipal Dorohoi Consiliul Local Dorohoi,462
Spitalul Municipal Dr. Aurel Tulbure Fagaras Consiliul Local Fagaras,469
Spitalul Municipal Dr. E. Nicoara Reghin Consiliul Local Reghin,592
Spitalul Municipal Dr. Gheorghe Marinescu Tarnaveni Consiliul Judetean Mures,591
Spitalul Municipal Dr. Pop Mircea Marghita Consiliul Local Marghita,453
Spitalul Municipal Episcop N. Popovici Beius Consiliul Local Beius,451
Spitalul Municipal Falticeni Consiliul Local Falticeni,640
Spitalul Municipal Fetesti Consiliul Local Fetesti,565
Spitalul Municipal Gheorghieni Consiliul Local Gheorghieni,550
Spitalul Municipal Gherla Consiliul Local Gherla,501
Spitalul Municipal Hunedoara Consiliul Local Hunedoara,555
Spitalul Municipal Lugoj Consiliul Local Lugoj,657
Spitalul Municipal Lupeni Consiliul Local Lupeni,556
Spitalul Municipal Mangalia Consiliul Local Medgidia,508
Spitalul Municipal Medgidia Consiliul Local Medgidia,509
Spitalul Municipal Medias Consiliul Local Medias,634
Spitalul Municipal Moreni Consiliul Local Moreni,517
Spitalul Municipal Motru Consiliul Local Motru,542
Spitalul Municipal Odorheiu Secuiesc Consiliul Local Odorheiu Secuiesc,549
Spitalul Municipal Oltenita Consiliul Local Oltenita,490
Spitalul Municipal Onesti Consiliul Local Onesti,445
Spitalul Municipal Orastie Consiliul Local Orastie,557
Spitalul Municipal Orsova Consiliul Local Orsova,588
Spitalul Municipal Pascani Consiliul Local Pascani,574
Spitalul Municipal Ploiesti Consiliul Local Ploiesti,608
Spitalul Municipal Radauti Consiliul Local Radauti,641
Spitalul Municipal Ramnicu Sarat Consiliul Local Ramnicu Sarat,481
Spitalul Municipal Salonta Consiliul Local Salonta,452
Spitalul Municipal Sebes Consiliul Local Sebes,420
Spitalul Municipal Sighetu Marmatiei Consiliul Local Sighetu Marmatiei,581
Spitalul Municipal Sighisoara Consiliul Local Sighisoara,593
Spitalul Municipal Targu Secuiesc Consiliul Local Targu Secuiesc,514
Spitalul Municipal Toplita Consiliul Local Toplita,551
Spitalul Municipal Turda Consiliul Local Turda,499
Spitalul Municipal Turnu Magurele Consiliul Local Turnu Magurele,649
Spitalul Municipal Urziceni Consiliul Local Urziceni,564
Spitalul Municipal Vatra Dornei Consiliul Local Vatra Dornei,642
Spitalul Municipal Vulcan Consiliul Local Vulcan,559
Spitalul Orasenesc Abrud Consiliul Local Abrud,421
Spitalul Orasenesc Agnita Consiliul Local Agnita,635
Spitalul Orasenesc Alesd Consiliul Local Alesd,454
Spitalul Orasenesc Asezamintele Brancovenesti Dabuleni Consiliul Judetean Dolj,526
Spitalul Orasenesc Baia de Arama Consiliul Local Baia de Arama,589
Spitalul Orasenesc Baicoi Consiliul Local Baicoi,611
Spitalul Orasenesc Bals Consiliul Local Bals,604
Spitalul Orasenesc Baraolt Consiliul Local Baraolt,515
Spitalul Orasenesc Beclean Consiliul Local Beclean,459
Spitalul Orasenesc Bicaz Oras Bicaz,
Spitalul Orasenesc Bolintin-Vale Consiliul Local Bolintin-Vale,539
Spitalul Orasenesc Brezoi Consiliul Local Brezoi,671
Spitalul Orasenesc Buhusi Consiliul Local Buhusi,448
Spitalul Orasenesc Bumbesti-Jiu Consiliul Local al Orasului Bumbesti-Jiu,803
Spitalul Orasenesc Campeni Consiliul Local Campeni,422
Spitalul Orasenesc Cernavoda Consiliul Local Cernavoda,510
Spitalul Orasenesc Corabia Consiliul Local Corabia,605
Spitalul Orasenesc Cugir Consiliul Local Cugir,423
Spitalul Orasenesc Deta Consiliul Local Deta,658
Spitalul Orasenesc Dr. C.T. Sparchez Zarnesti Consiliul Local Zarnesti,471
Spitalul Orasenesc Dr. George Trifon Nasaud Consiliul Local Nasaud,458
Spitalul Orasenesc Dr. Valer Russu Ludus Consiliul Local Ludus,594
Spitalul Orasenesc Faget Consiliul Local Faget,659
Spitalul Orasenesc Faurei Consiliul Local Faurei,477
Spitalul Orasenesc Filiasi Consiliul Local Filiasi,528
Spitalul Orasenesc Gaesti Consiliul Local Gaesti,518
Spitalul Orasenesc Gura Humorului Consiliul Local Gura Humorului,643
Spitalul Orasenesc Harlau Consiliul Local Harlau,575
Spitalul Orasenesc Harsova Consiliul Local Harsova,511
Spitalul Orasenesc Hateg Consiliul Local Hateg,560
Spitalul Orasenesc Horezu Consiliul Local Horezu,672
Spitalul Orasenesc Huedin Consiliul Local Huedin,502
Spitalul Orasenesc Ineu Consiliul Local Ineu,428
Spitalul Orasenesc Ioan Lascar Comanesti Consiliul Local Comanesti,447
Spitalul Orasenesc Jibou Consiliul Local Jibou,627
Spitalul Orasenesc Lehliu-Gara Consiliul Local Lehliu-Gara,491
Spitalul Orasenesc Lipova Consiliul Local Lipova,427
Spitalul Orasenesc Macin Consiliul Local Macin,663
Spitalul Orasenesc Moldova Noua Consiliul Local Moldova Noua,488
Spitalul Orasenesc Negresti-Oas Consiliul Judetean Satu Mare,624
Spitalul Orasenesc Nehoiu Consiliul Local Nehoiu,482
Spitalul Orasenesc Novaci Consiliul Local Novaci,543
Spitalul Orasenesc Oravita Consiliul Local Oravita,487
Spitalul Orasenesc Otelu Rosu Consiliul Local Otelu Rosu,486
Spitalul Orasenesc Panciu Consiliul Local Panciu,676
Spitalul Orasenesc Pucioasa Consiliul Local Pucioasa,519
Spitalul Orasenesc Regele Carol I Costesti Consiliul Judetean Arges,436
Spitalul Orasenesc Rupea Consiliul Local Rupea,472
Spitalul Orasenesc Sangeorgiu de Padure Consiliul Local Sangiorgiu de Padure,595
Spitalul Orasenesc Sannicolau Mare Consiliul Local Sannicolau Mare,660
Spitalul Orasenesc Segarcea Consiliul Local Segarcea,525
Spitalul Orasenesc Sf. Filofteia Mizil Consiliul Local Mizil,612
Spitalul Orasenesc Sf. Spiridon Mioveni Consiliul Local Mioveni,435
Spitalul Orasenesc Sf. Stefan Rovinari Consiliul Local Rovinari,544
Spitalul Orasenesc Simleul Silvaniei Consiliul Local Simleul Silvaniei,628
Spitalul Orasenesc Sinaia Consiliul Local Sinaia,
Spitalul Orasenesc Siret Consiliul Local Siret,644
Spitalul Orasenesc Stei,805
Spitalul Orasenesc Tandarei Consiliul Local Tandarei,804
Spitalul Orasenesc Targu Bujor Consiliul Local Targu Bujor,533
Spitalul Orasenesc Targu Carbunesti Consiliul Local Targu Carbunesti,545
Spitalul Orasenesc Targu Lapus Consiliul Local Targu Lapus,583
Spitalul Orasenesc Targu-Neamt Consiliul Local Targu-Neamt,599
Spitalul Orasenesc Turceni Consiliul Local Turceni,546
Spitalul Orasenesc Urlati,808
Spitalul Orasenesc Valenii de Munte Consiliul Local Valenii de Munte,610
Spitalul Orasenesc Viseu de Sus Consiliul Local Viseu de Sus,582
Spitalul Orasenesc Zimnicea Consiliul Local Zimnicea,650
SPITALUL SALVOSAN,631
Spitalul Sovata - Niraj Consiliul Local Sovata,596
Spitalul Universitar de Urgenta,777
